"1","45","14","21/02/09","20:12"
"10","10","0","10/08/13","15:12"
"10","10","0","10/08/13","15:13"
"10","10","0","10/08/13","15:25"
"10","10","0","10/08/13","15:26"
"10","10","0","10/08/13","15:28"
"10","10","0","10/08/13","15:30"
"10","10","0","10/08/13","15:39"
"10","10","0","10/08/13","15:41"
"10","10","0","10/08/13","15:42"
"10","10","0","10/08/13","15:45"
"10","10","0","10/08/13","15:50"
"10","10","0","10/08/13","15:51"
"10","10","0","10/08/13","15:55"
"10","10","0","10/08/13","15:56"
"10","10","0","10/08/13","15:57"
"10","10","0","10/08/13","15:59"
"10","10","0","10/08/13","16:00"
"10","10","0","10/08/13","16:01"
"10","10","0","10/08/13","19:21"
"10","10","0","10/08/13","19:23"
"10","10","0","10/08/13","19:24"
"10","10","0","10/08/13","19:24"
"1","6","0","10/08/13","20:08"
"1","6","0","10/08/13","21:01"
"1","72","0","10/08/13","21:01"
"1","73","0","10/08/13","21:01"
"1","66","1","10/08/13","21:01"
"1","86","1","10/08/13","21:01"
"10","10","0","10/08/13","21:01"
"1","72","0","10/08/13","21:02"
"1","73","0","10/08/13","21:02"
"1","66","1","10/08/13","21:02"
"1","86","1","10/08/13","21:02"
"1","90","0","10/08/13","21:02"
"1","85","0","10/08/13","21:02"
"10","10","0","2/05/14","21:08"
"0","82","0","2/05/14","21:33"
"10","10","0","30/05/14","9:31"
"10","10","0","3/06/14","8:19"
"10","10","0","3/06/14","8:23"
"10","10","0","3/06/14","8:57"
"10","10","0","3/06/14","8:57"
"10","10","0","3/06/14","9:00"
"10","10","0","3/06/14","9:01"
"10","10","0","3/06/14","9:07"
"10","10","0","3/06/14","9:30"
"10","10","0","3/06/14","9:38"
"10","10","0","3/06/14","9:46"
"10","10","0","3/06/14","9:48"
"10","10","0","3/06/14","9:54"
"10","10","0","3/06/14","9:56"
"0","1","0","3/06/14","13:00"
"3","90","1","3/06/14","14:15"
"10","10","0","3/06/14","17:22"
"10","10","0","4/06/14","9:20"
"10","10","0","4/06/14","9:48"
"10","10","0","4/06/14","9:51"
"0","3","0","5/06/14","8:13"
"10","10","0","5/06/14","8:16"
"2","82","0","5/06/14","8:16"
"2","47","0","5/06/14","8:16"
"2","86","0","5/06/14","8:16"
"2","90","0","5/06/14","8:16"
"2","90","0","5/06/14","8:16"
"2","86","0","5/06/14","8:16"
"2","15","1","5/06/14","8:27"
"0","62","0","5/06/14","8:27"
"10","10","0","5/06/14","8:33"
"2","90","19","5/06/14","16:33"
"10","10","0","5/06/14","16:56"
"2","90","0","5/06/14","16:59"
"2","72","0","5/06/14","17:01"
"2","73","0","5/06/14","17:01"
"2","66","0","5/06/14","17:01"
"2","86","1","5/06/14","17:02"
"2","90","0","5/06/14","17:02"
"2","90","21","5/06/14","17:04"
"2","90","3","5/06/14","17:44"
"2","9","20","5/06/14","17:46"
"2","44","12","5/06/14","17:48"
"2","14","12","5/06/14","17:51"
"2","14","12","5/06/14","17:51"
"2","14","12","5/06/14","17:51"
"0","80","0","5/06/14","17:52"
"0","1","0","5/06/14","19:19"
"0","1","0","5/06/14","19:19"
"1","86","1","5/06/14","19:19"
"0","1","0","5/06/14","19:19"
"2","15","20","5/06/14","19:20"
"1","85","21","5/06/14","19:20"
"1","4","1","5/06/14","19:21"
"1","86","1","5/06/14","19:21"
"1","90","0","5/06/14","19:21"
"0","1","0","5/06/14","19:21"
"0","1","0","5/06/14","19:22"
"1","86","1","5/06/14","19:22"
"1","90","0","5/06/14","19:22"
"1","8","0","5/06/14","19:24"
"2","45","21","5/06/14","19:30"
"2","45","21","5/06/14","19:30"
"2","45","21","5/06/14","19:30"
"2","45","21","5/06/14","19:30"
"2","44","21","5/06/14","19:31"
"2","45","21","5/06/14","19:31"
"2","44","21","5/06/14","19:31"
"2","45","21","5/06/14","19:31"
"2","44","21","5/06/14","19:32"
"2","90","21","5/06/14","19:32"
"1","30","2","5/06/14","19:32"
"0","1","0","5/06/14","19:40"
"1","15","15","5/06/14","19:40"
"0","80","0","5/06/14","19:41"
"1","80","11","5/06/14","20:08"
"0","80","0","5/06/14","20:09"
"2","73","17","5/06/14","20:09"
"0","1","0","5/06/14","20:10"
"0","1","0","5/06/14","20:13"
"0","82","0","5/06/14","20:16"
"0","1","0","5/06/14","20:23"
"0","61","0","5/06/14","20:23"
"0","81","0","5/06/14","20:24"
"2","90","2","5/06/14","20:24"
"2","45","9","5/06/14","20:29"
"0","82","0","5/06/14","20:30"
"2","45","12","5/06/14","20:30"
"2","45","11","5/06/14","20:30"
"2","45","2","5/06/14","20:31"
"1","80","12","5/06/14","20:34"
"0","83","0","5/06/14","20:35"
"0","80","0","5/06/14","20:36"
"2","45","17","5/06/14","20:37"
"1","45","11","5/06/14","20:37"
"2","45","17","5/06/14","20:38"
"2","90","17","5/06/14","20:38"
"0","1","0","5/06/14","20:40"
"2","79","6","5/06/14","20:40"
"0","2","0","5/06/14","20:40"
"0","1","0","5/06/14","20:43"
"1","15","12","5/06/14","20:43"
"0","1","0","5/06/14","20:46"
"1","15","21","5/06/14","20:46"
"2","45","21","5/06/14","20:52"
"2","45","16","5/06/14","20:53"
"2","45","12","5/06/14","20:53"
"2","45","21","5/06/14","20:54"
"0","1","0","5/06/14","20:54"
"1","15","2","5/06/14","20:54"
"0","61","0","5/06/14","20:54"
"1","90","9","5/06/14","20:57"
"2","45","2","5/06/14","20:57"
"1","45","9","5/06/14","20:57"
"2","90","2","5/06/14","20:59"
"2","45","2","5/06/14","20:59"
"1","45","2","5/06/14","21:00"
"2","45","9","5/06/14","21:00"
"2","45","9","5/06/14","21:00"
"1","90","2","5/06/14","21:00"
"0","1","0","5/06/14","21:05"
"1","15","3","5/06/14","21:05"
"10","10","0","5/06/14","21:05"
"3","15","1","7/06/14","14:49"
"1","15","1","7/06/14","14:49"
"2","15","4","7/06/14","14:49"
"0","61","0","7/06/14","14:49"
"0","62","0","7/06/14","14:50"
"0","1","0","7/06/14","14:50"
"0","61","0","7/06/14","14:52"
"10","10","0","7/06/14","14:56"
"1","16","1","7/06/14","15:03"
"3","16","1","7/06/14","15:03"
"2","16","4","7/06/14","16:07"
"10","10","0","7/06/14","16:07"
"10","10","0","7/06/14","18:46"
"10","10","0","7/06/14","21:41"
"1","7","10","8/06/14","10:00"
"1","7","1","8/06/14","10:01"
"10","10","0","8/06/14","11:20"
"10","10","0","9/06/14","15:12"
"1","7","1","9/06/14","19:18"
"10","10","0","10/06/14","0:09"
"1","7","10","10/06/14","10:15"
"10","10","0","10/06/14","13:50"
"10","10","0","10/06/14","21:11"
"1","7","10","11/06/14","15:21"
"1","7","1","11/06/14","15:22"
"1","7","10","11/06/14","15:23"
"10","10","0","11/06/14","23:47"
"0","1","0","12/06/14","15:55"
"10","10","0","12/06/14","15:55"
"0","82","0","12/06/14","20:44"
"0","82","0","12/06/14","20:44"
"10","10","0","12/06/14","23:36"
"0","80","0","13/06/14","7:49"
"0","80","0","13/06/14","7:49"
"0","83","0","13/06/14","8:52"
"0","83","0","13/06/14","8:52"
"0","83","0","13/06/14","8:52"
"10","10","0","13/06/14","9:03"
"0","82","0","13/06/14","9:04"
"0","82","0","13/06/14","9:04"
"0","82","0","13/06/14","9:04"
"10","10","0","13/06/14","10:15"
"0","83","0","13/06/14","10:42"
"0","83","0","13/06/14","10:42"
"0","82","0","13/06/14","10:50"
"0","82","0","13/06/14","10:50"
"10","10","0","13/06/14","11:17"
"0","82","0","13/06/14","11:24"
"0","82","0","13/06/14","11:24"
"0","82","0","13/06/14","11:24"
"0","83","0","13/06/14","11:24"
"0","83","0","13/06/14","11:24"
"0","83","0","13/06/14","11:25"
"0","83","0","13/06/14","11:25"
"0","81","0","13/06/14","11:31"
"0","81","0","13/06/14","11:31"
"0","82","0","13/06/14","11:38"
"0","82","0","13/06/14","11:38"
"0","82","0","13/06/14","21:16"
"0","82","0","13/06/14","21:16"
"0","82","0","13/06/14","21:16"
"0","83","0","14/06/14","0:30"
"0","83","0","14/06/14","0:30"
"0","83","0","14/06/14","0:37"
"0","83","0","14/06/14","0:37"
"0","80","0","14/06/14","0:42"
"0","80","0","14/06/14","0:42"
"1","78","5","14/06/14","7:37"
"0","82","0","14/06/14","7:42"
"0","82","0","14/06/14","7:43"
"0","83","0","14/06/14","7:48"
"0","83","0","14/06/14","7:48"
"10","10","0","14/06/14","8:38"
"0","2","0","14/06/14","9:14"
"10","10","0","3/07/14","20:11"
"0","2","0","3/07/14","20:11"
"10","10","0","3/07/14","20:14"
"10","10","0","3/07/14","23:14"
"10","10","0","4/07/14","0:10"
"10","10","0","7/07/14","23:08"
"2","90","6","22/07/14","19:27"
"2","90","6","22/07/14","19:27"
"10","10","0","23/07/14","12:04"
"2","6","0","23/07/14","20:28"
"10","10","0","23/07/14","23:23"
"0","2","0","25/07/14","11:11"
"0","1","0","25/07/14","11:12"
"10","10","0","25/07/14","12:35"
"2","6","0","29/07/14","16:01"
"2","15","5","29/07/14","18:00"
"1","15","3","29/07/14","18:00"
"1","15","3","29/07/14","18:00"
"2","15","5","29/07/14","18:00"
"0","67","0","29/07/14","18:00"
"0","67","0","29/07/14","18:00"
"0","67","0","29/07/14","18:00"
"0","67","0","29/07/14","18:00"
"10","10","0","29/07/14","20:02"
"10","10","0","29/07/14","20:48"
"10","10","0","29/07/14","21:00"
"10","10","0","31/07/14","15:52"
"2","15","2","4/08/14","13:36"
"3","15","1","4/08/14","13:36"
"1","15","4","4/08/14","13:36"
"0","67","0","4/08/14","13:36"
"0","67","0","4/08/14","13:36"
"0","67","0","4/08/14","13:36"
"1","15","4","4/08/14","13:36"
"10","10","0","4/08/14","14:02"
"10","10","0","5/08/14","14:45"
"10","10","0","6/08/14","0:50"
"10","10","0","7/08/14","11:40"
"3","85","17","8/08/14","12:28"
"1","15","1","8/08/14","12:41"
"0","1","0","8/08/14","12:41"
"0","82","0","8/08/14","12:45"
"0","80","0","8/08/14","12:46"
